Row Count,Item Code,Item Name,Item Qty,Row Format,BOM,Option1,Option2,Option3
1,MDF07WRED-AK,7FT MDF WALNUT / RED,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WRED,7FT MDF WALNUT CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,MDF08BBLK-AK,8FT MDF BLACK / BLACK,1,Parent,Make,,,
2,MDF08TOP-BLK,8FT MDF TOP,1,,Use,Black,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLK,8FT MDF BLACK CUSHION,1,,Use,Black,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,MDF08BBLU-AK,8FT MDF BLACK / BLUE,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,COMPACC,Compact Billiards Accessories Kit,1,,Use,,,
1,MDF08BGRE-AK,8FT MDF BLACK / GREEN,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,MDF08BRED-AK,8FT MDF BLACK / RED,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,MDF08WBLK-AK,8FT MDF WALNUT / BLACK,1,Parent,Make,,,
2,MDF08TOP-BLK,8FT MDF TOP,1,,Use,Black,,
3,MDF08BEAM-WAL,8FT MDF BEAM,1,,Use,Walnut,,
4,MDF08CUSH-WBLK,8FT MDF WALNUT CUSHION,1,,Use,Black,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,MDF08WBLU-AK,8FT MDF WALNUT / BLUE,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-WAL,8FT MDF BEAM,1,,Use,Walnut,,
4,MDF08CUSH-WBLU,8FT MDF WALNUT CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,MDF08WGRE-AK,8FT MDF WALNUT / GREEN,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-WAL,8FT MDF BEAM,1,,Use,Walnut,,
4,MDF08CUSH-WGRE,8FT MDF WALNUT CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,MDF08WRED-AK,8FT MDF WALNUT / RED,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-WAL,8FT MDF BEAM,1,,Use,Walnut,,
4,MDF08CUSH-WRED,8FT MDF WALNUT CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
1,NBA-STORM+PUMP,STORM SIZE 7 NBA BASKETBALL WITH PUMP,1,Parent,Make,,,
2,NBA-STORM,STORM SIZE 7 NBA BASKETBALL,1,,Use,,,
3,PUMP,PUMP,1,,Use,,,
1,PCHALK-BLU+CHALKH-R,PIONEER CHALK WITH HOLDER,1,Parent,Make,,,
2,PCHALK-BLU,PIONEER CHALK,1,,Use,,,
3,CHALKH-R,CHALK HOLDER,1,,Use,,,
1,PCHALK-GRE+CHALKH-R,PIONEER CHALK WITH HOLDER,1,Parent,Make,,,
2,PCHALK-GRE,PIONEER CHALK,1,,Use,,,
3,CHALKH-R,CHALK HOLDER,1,,Use,,,
1,PCHALK-RED+CHALKH-R,PIONEER CHALK WITH HOLDER,1,Parent,Make,,,
2,PCHALK-RED,PIONEER CHALK,1,,Use,,,
3,CHALKH-R,CHALK HOLDER,1,,Use,,,
1,PCOMPACC,PROFESSIONAL COMPACT ACCESSORIES KIT,1,Parent,Make,,,
2,RILEY,RILEY CUE,2,,Use,,,
3,2PB,POOL BALL SET,1,,Use,,,
4,2PT,PLASTIC TRIANGLE,1,,Use,,,
5,MCHALK-BLU,MASTER CHALK,1,,Use,,,
6,CHALKH-R,CHALK HOLDER,1,,Use,,,
1,PRIMO166-AK,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE AK,1,Parent,Make,,,
2,PRIMO166,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE,1,,Use,,,
3,DSBATS,DS BATS SET,1,,Use,,,
1,PRIMO166-AK+IMINI,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE AK + IPONG MINI,1,Parent,Make,,,
2,PRIMO166-AK,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE AK,1,,Use,,,
3,IMINI,IPONG MINI,1,,Use,,,
1,PRIMO166-AK+IV300,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE AK + IPONG IV300,1,Parent,Make,,,
2,PRIMO166-AK,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE AK,1,,Use,,,
3,IV300,IPONG V300,1,,Use,,,
1,PRIMO166-AK+PRO,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE AK + IPONG PRO,1,Parent,Make,,,
2,PRIMO166-AK,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE AK,1,,Use,,,
3,IPRO,IPONG PRO,1,,Use,,,
1,PRIMO166-UG-AK-OB,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE UG AK,1,Parent,Make,,,
2,PRIMO166,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE,1,,Use,,,
3,TT-DHS-ACC-ORA,TT UPGRADED ACCESSORIES KIT - ORANGE BALLS,1,,Use,,,
4,DSBATS,DS BATS SET,1,,Use,,,
1,PRIMO166-UG-AK-WB,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE UG AK,1,Parent,Make,,,
2,PRIMO166,PRIMO 166 ALUMINIUM OUTDOOR PING PONG TABLE,1,,Use,,,
3,TT-DHS-ACC-WHT,TT UPGRADED ACCESSORIES KIT - WHITE BALLS,1,,Use,,,
4,DSBATS,DS BATS SET,1,,Use,,,
1,PRIMO16-P-AK,Primo 16MM Table Tennis Table Blue (Parent),1,Parent,Make,,,
2,PRIMO16-TOP,Primo 16MM Table Tennis Table Top Part,1,,Use,,,
3,PRIMO-FRAME,Primo Table Tennis Table Frame Part,1,,Use,,,
4,PRIMO16-LEG,Primo 16 Table Tennis Table Leg Part,1,,Use,,,
1,PRIMO16-AK+IMINI,PRIMO 16MM PING PONG TABLE AK + IPONG MINI,1,Parent,Make,,,
2,IMINI,IPONG MINI,1,,Use,,,
3,DFBATS,DF BATS SET,1,,Use,,,
4,PRIMO16,PRIMO 16MM PING PONG TABLE,1,,,,,
1,PRIMO16-AK+IV300,PRIMO 16MM PING PONG TABLE AK + IPONG IV300,1,Parent,Make,,,
2,IV300,IPONG V300,1,,Use,,,
3,DFBATS,DF BATS SET,1,,Use,,,
4,PRIMO16,PRIMO 16MM PING PONG TABLE,1,,,,,
1,PRIMO16-UG-AK-OB,PRIMO 16MM PING PONG TABLE UG AK,1,Parent,Make,,,
2,PRIMO16,PRIMO 16MM PING PONG TABLE,1,,Use,,,
3,TT-DHS-ACC-ORA,TT UPGRADED ACCESSORIES KIT - ORANGE BALLS,1,,Use,,,
1,PRIMO16-UG-AK-WB,PRIMO 16MM PING PONG TABLE UG AK,1,Parent,Make,,,
2,PRIMO16,PRIMO 16MM PING PONG TABLE,1,,Use,,,
3,TT-DHS-ACC-WHT,TT UPGRADED ACCESSORIES KIT - WHITE BALLS,1,,Use,,,
1,PRIMO188-AK,PRIMO 188 PVC OUTDOOR PING PONG TABLE AK,1,Parent,Make,,,
2,PRIMO188,PRIMO 188 PVC OUTDOOR PING PONG TABLE,1,,Use,,,
1,PRIMO188-AK+IMINI,PRIMO 188 PVC OUTDOOR PING PONG TABLE AK + IPONG MINI,1,Parent,Make,,,
2,PRIMO188-AK,PRIMO 188 PVC OUTDOOR PING PONG TABLE AK,1,,Use,,,
3,IMINI,IPONG MINI,1,,Use,,,
1,PRIMO188-AK+IV300,PRIMO 188 PVC OUTDOOR PING PONG TABLE AK + IPONG IV300,1,Parent,Make,,,
2,PRIMO188-AK,PRIMO 188 PVC OUTDOOR PING PONG TABLE AK,1,,Use,,,
3,IV300,IPONG V300,1,,Use,,,
1,PRIMO188-UG-AK-OB,PRIMO 188 PVC OUTDOOR PING PONG TABLE UG AK,1,Parent,Make,,,
2,PRIMO188,PRIMO 188 PVC OUTDOOR PING PONG TABLE,1,,Use,,,
3,DHS3002,DHS RACKET - DHS3002 Long Handle,2,,Use,Long Handle,,
4,DHS1OB-6,DHS 1 STAR BALL (6/box),1,,Use,Orange,,
1,PRIMO188-UG-AK-WB,PRIMO 188 PVC OUTDOOR PING PONG TABLE UG AK,1,Parent,Make,,,
2,PRIMO188,PRIMO 188 PVC OUTDOOR PING PONG TABLE,1,,Use,,,
3,DHS3002,DHS RACKET - DHS3002 Long Handle,2,,Use,Long Handle,,
4,DHS1WB-6,DHS 1 STAR BALL (6/box),1,,Use,White,,
1,PRIMOTTACC,PRIMO TT ACCESSORIES KIT,1,Parent,Make,,,
2,PRIMONET,PRIMO NET,1,,Use,,,
3,DFBATS,DF BATS SET,1,,Use,,,
1,PT12-AK,12MM PING PONG TOP AK,1,Parent,Make,,,
2,PT12,12MM PING PONG TOP,1,,Use,,,
3,ACC-STDTT,Standard Table Tennis Top Accessories Pack,1,,Use,,,
1,PT16-BLK-AK,16MM PING PONG TOP AK,1,Parent,Make,,,
2,PT16-BLK,16MM PING PONG TOP,1,,Use,,,
3,ACC-STDTT,Standard Table Tennis Top Accessories Pack,1,,Use,,,
1,PT16-BLU-AK,16MM PING PONG TOP AK,1,Parent,Make,,,
2,PT16-BLU,16MM PING PONG TOP,1,,Use,,,
3,ACC-STDTT,Standard Table Tennis Top Accessories Pack,1,,Use,,,
1,PT19-BLK-AK,19MM PING PONG TOP AK,1,Parent,Make,,,
2,PT19-BLK,19MM PING PONG TOP,1,,Use,,,
3,ACC-STDTT,Standard Table Tennis Top Accessories Pack,1,,Use,,,
1,PT19-BLU-AK,19MM PING PONG TOP AK,1,Parent,Make,,,
2,PT19-BLU,19MM PING PONG TOP,1,,Use,,,
3,ACC-STDTT,Standard Table Tennis Top Accessories Pack,1,,Use,,,
1,PT25-AK,25MM PING PONG TOP AK,1,Parent,Make,,,
2,PT25,25MM PING PONG TOP,1,,Use,,,
3,ACC-STDTT,Standard Table Tennis Top Accessories Pack,1,,Use,,,
1,RAINBOW-AK,RAINBOW OUTDOOR TT TABLE AK,1,Parent,Make,,,
2,RAINBOW-TOP,RAINBOW OUTDOOR TT TOP,1,,Use,,,
3,RAINBOW-NET,RAINBOW OUTDORO TT NET,1,,Use,,,
4,RAINBOW-LEG,RAINBOW OUTDORO TT LEG,1,,Use,,,
1,REST-CROSS+LBRG,CROSS BRASS REST & LOW BRIDGE BRASS REST,1,Parent,Make,,,
2,REST-CROSS,CROSS BRASS REST,1,,Use,,,
3,REST-LBRG,LOW BRIDGE BRASS REST,1,,Use,,,
1,S024+Install,BASKETBALL STAND + INSTALLATION,1,Parent,Make,,,
2,S024,BASKETBALL STAND,1,,Use,,,
3,Installation,Installation service,1,,Use,,,
1,S024+PRIMO188-AK,S024 Basketball System + PRIMO 188 Outdoor Table Tennis Table,1,Parent,Make,,,
2,S024,BASKETBALL STAND,1,,Use,,,
3,PRIMO188-AK,PRIMO 188 PVC OUTDOOR PING PONG TABLE AK,1,,Use,,,
1,SNBA7-WC+PUMP,SILVER WIDECHANNEL NBA SIZE 7 BASKETBALL WITH PUMP,1,Parent,Make,,,
2,SNBA7-WC,SILVER WIDECHANNEL NBA SIZE 7 BASKETBALL,1,,Use,,,
3,PUMP,PUMP,1,,Use,,,
1,SPBK07BLK-AK,7FT BLACK / BLACK SP TABLE AK,1,Parent,Make,,,
2,SP07-CUSHION-BLK-BLK,7FT SLATE POOL TABLE BLACK CUSHION,1,,Use,,,
3,SP07-BEAM-BLK,7FT Beam for Slate Pool Table Black (Kid),1,,Use,Black,,
4,SP07-SLATE,7FT 3 Pieces Slate for Pool Table,1,,Use,,,
5,SP-LEG-BLK,Slate Pool Table Leg Black,1,,Use,Black,,
6,COMPACC,Compact Billiards Accessories Kit,1,,Use,,,
1,SPBK07BLU-AK,7FT BLACK / BLUE SP TABLE AK,1,Parent,Make,,,
2,SP07-CUSHION-BLK-BLU,7FT SLATE POOL TABLE BLACK CUSHION,1,,Use,,,
3,SP07-BEAM-BLK,7FT Beam for Slate Pool Table Black (Kid),1,,Use,Black,,
